conversation_id,conversation_step,text,context,label,features,annotations,text_raw,has_step_marker,current_text,paired_response_text,text_normalized,label_raw,label_is_valid,features_list,features_clean_str
8,4,"Yes, my Wi-Fi is working fine. I've double-checked the password too... [Step: 3] Alright, let's reset the device to its factory settings and attempt the connection again. I can guide you through the reset process.",Proposes a more direct fix,neutral,clear_instructions,,"Yes, my Wi-Fi is working fine. I've double-checked the password too... [Step: 3] Alright, let's reset the device to its factory settings and attempt the connection again. I can guide you through the reset process.",True,"Yes, my Wi-Fi is working fine. I've double-checked the password too...","Alright, let's reset the device to its factory settings and attempt the connection again. I can guide you through the reset process.","Yes, my Wi-Fi is working fine. I've double-checked the password too... [Step: 3] Alright, let's reset the device to its factory settings and attempt the connection again. I can guide you through the reset process.",neutral,True,['clear_instructions'],clear_instructions
8,5,"Okay, I've got the device right here. How do I reset it? [Step: 4] Please press and hold the reset button on the device for about 10 seconds until you see the LED light flash. This will initiate the factory reset.",Guides the caller,neutral,confirms_resolution,,"Okay, I've got the device right here. How do I reset it? [Step: 4] Please press and hold the reset button on the device for about 10 seconds until you see the LED light flash. This will initiate the factory reset.",True,"Okay, I've got the device right here. How do I reset it?",Please press and hold the reset button on the device for about 10 seconds until you see the LED light flash. This will initiate the factory reset.,"Okay, I've got the device right here. How do I reset it? [Step: 4] Please press and hold the reset button on the device for about 10 seconds until you see the LED light flash. This will initiate the factory reset.",neutral,True,['confirms_resolution'],confirms_resolution
8,6,"Done. The light is flashing now. [Step: 5] Perfect. Now, let's try connecting it to your Wi-Fi again. Please follow the steps in the manual for setting up a new connection.",Continues troubleshooting,neutral,positive_closure,,"Done. The light is flashing now. [Step: 5] Perfect. Now, let's try connecting it to your Wi-Fi again. Please follow the steps in the manual for setting up a new connection.",True,Done. The light is flashing now.,"Perfect. Now, let's try connecting it to your Wi-Fi again. Please follow the steps in the manual for setting up a new connection.","Done. The light is flashing now. [Step: 5] Perfect. Now, let's try connecting it to your Wi-Fi again. Please follow the steps in the manual for setting up a new connection.",neutral,True,['positive_closure'],positive_closure
8,7,"It's connected now! Looks like the reset did the trick... [Step: 6] You're welcome, Robin. I'm glad we could resolve the issue. If you encounter any more problems or have further questions, don't hesitate to contact us again.",Reiterates customer support,neutral,,,"It's connected now! Looks like the reset did the trick... [Step: 6] You're welcome, Robin. I'm glad we could resolve the issue. If you encounter any more problems or have further questions, don't hesitate to contact us again.",True,It's connected now! Looks like the reset did the trick...,"You're welcome, Robin. I'm glad we could resolve the issue. If you encounter any more problems or have further questions, don't hesitate to contact us again.","It's connected now! Looks like the reset did the trick... [Step: 6] You're welcome, Robin. I'm glad we could resolve the issue. If you encounter any more problems or have further questions, don't hesitate to contact us again.",neutral,True,[],
10,1,"Good morning, this is [Your Name]'s personal assistant. How can I assist you today?",Standard opening exchange,neutral,"welcomes_feedback, expresses_gratitude",,"Good morning, this is [Your Name]'s personal assistant. How can I assist you today?",False,"Good morning, this is [Your Name]'s personal assistant. How can I assist you today?",,"Good morning, this is [Your Name]'s personal assistant. How can I assist you today?",neutral,True,"['welcomes_feedback', 'expresses_gratitude']",welcomes_feedback|expresses_gratitude
10,2,"Hi, my name is Jordan. I recently purchased one of your smart thermostats... [Step: 1] Good morning, Jordan! We greatly appreciate you taking the time to provide feedback...Could you please share more details about your experience?",Open to constructive feedback,neutral,"acknowledges_feedback, expresses_apology",,"Hi, my name is Jordan. I recently purchased one of your smart thermostats... [Step: 1] Good morning, Jordan! We greatly appreciate you taking the time to provide feedback...Could you please share more details about your experience?",True,"Hi, my name is Jordan. I recently purchased one of your smart thermostats...","Good morning, Jordan! We greatly appreciate you taking the time to provide feedback...Could you please share more details about your experience?","Hi, my name is Jordan. I recently purchased one of your smart thermostats... [Step: 1] Good morning, Jordan! We greatly appreciate you taking the time to provide feedback...Could you please share more details about your experience?",neutral,True,"['acknowledges_feedback', 'expresses_apology']",acknowledges_feedback|expresses_apology
10,3,"Sure, overall, I'm impressed...challenging due to the lack of detailed instructions. [Step: 2] Thank you for sharing that, Jordan. We're glad to hear you're enjoying the thermostat. I apologize...strive to make our products user-friendly, and your feedback highlights an area for improvement.","Takes ownership, values input",neutral,"acknowledges_suggestion, promises_action",,"Sure, overall, I'm impressed...challenging due to the lack of detailed instructions. [Step: 2] Thank you for sharing that, Jordan. We're glad to hear you're enjoying the thermostat. I apologize...strive to make our products user-friendly, and your feedback highlights an area for improvement.",True,"Sure, overall, I'm impressed...challenging due to the lack of detailed instructions.","Thank you for sharing that, Jordan. We're glad to hear you're enjoying the thermostat. I apologize...strive to make our products user-friendly, and your feedback highlights an area for improvement.","Sure, overall, I'm impressed...challenging due to the lack of detailed instructions. [Step: 2] Thank you for sharing that, Jordan. We're glad to hear you're enjoying the thermostat. I apologize...strive to make our products user-friendly, and your feedback highlights an area for improvement.",neutral,True,"['acknowledges_suggestion', 'promises_action']",acknowledges_suggestion|promises_action
10,4,"Yeah, I think including a more detailed step-by-step guide or even a video tutorial... [Step: 3] That's a fantastic suggestion, Jordan. Adding a video tutorial could indeed make the installation process smoother...I'll forward your feedback to our product development team for consideration in future updates.",Shows feedback will be used,neutral,"values_feedback_reiteration, offers_further_help",,"Yeah, I think including a more detailed step-by-step guide or even a video tutorial... [Step: 3] That's a fantastic suggestion, Jordan. Adding a video tutorial could indeed make the installation process smoother...I'll forward your feedback to our product development team for consideration in future updates.",True,"Yeah, I think including a more detailed step-by-step guide or even a video tutorial...","That's a fantastic suggestion, Jordan. Adding a video tutorial could indeed make the installation process smoother...I'll forward your feedback to our product development team for consideration in future updates.","Yeah, I think including a more detailed step-by-step guide or even a video tutorial... [Step: 3] That's a fantastic suggestion, Jordan. Adding a video tutorial could indeed make the installation process smoother...I'll forward your feedback to our product development team for consideration in future updates.",neutral,True,"['values_feedback_reiteration', 'offers_further_help']",values_feedback_reiteration|offers_further_help
10,5,"I'm glad to hear that... make a difference for new users. [Step: 4] We believe so too, Jordan...Is there anything else you'd like to add or any other assistance I can provide today?",Maintains excellent service,neutral,"positive_closure, future_communication",,"I'm glad to hear that... make a difference for new users. [Step: 4] We believe so too, Jordan...Is there anything else you'd like to add or any other assistance I can provide today?",True,I'm glad to hear that... make a difference for new users.,"We believe so too, Jordan...Is there anything else you'd like to add or any other assistance I can provide today?","I'm glad to hear that... make a difference for new users. [Step: 4] We believe so too, Jordan...Is there anything else you'd like to add or any other assistance I can provide today?",neutral,True,"['positive_closure', 'future_communication']",positive_closure|future_communication
10,6,"No, that's everything. Thanks for listening and taking my feedback into account. [Step: 5] You're very welcome, Jordan...Please don't hesitate to contact us if you have any more questions or feedback in the future. Have a great day!",Leaves door open for interaction,neutral,,,"No, that's everything. Thanks for listening and taking my feedback into account. [Step: 5] You're very welcome, Jordan...Please don't hesitate to contact us if you have any more questions or feedback in the future. Have a great day!",True,"No, that's everything. Thanks for listening and taking my feedback into account.","You're very welcome, Jordan...Please don't hesitate to contact us if you have any more questions or feedback in the future. Have a great day!","No, that's everything. Thanks for listening and taking my feedback into account. [Step: 5] You're very welcome, Jordan...Please don't hesitate to contact us if you have any more questions or feedback in the future. Have a great day!",neutral,True,[],
9,1,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",Standard opening exchange,neutral,clarification_request,,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",False,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",neutral,True,['clarification_request'],clarification_request
9,2,"Hi, I'm Chris...interested in the new line of eco-friendly kitchen products... [Step: 1] Hi Chris, it's great to hear of your interest in our eco-friendly kitchen products. I'd be happy to provide more information. Are you looking for details on a specific product or the entire range?",Tailors the response,neutral,informative,,"Hi, I'm Chris...interested in the new line of eco-friendly kitchen products... [Step: 1] Hi Chris, it's great to hear of your interest in our eco-friendly kitchen products. I'd be happy to provide more information. Are you looking for details on a specific product or the entire range?",True,"Hi, I'm Chris...interested in the new line of eco-friendly kitchen products...","Hi Chris, it's great to hear of your interest in our eco-friendly kitchen products. I'd be happy to provide more information. Are you looking for details on a specific product or the entire range?","Hi, I'm Chris...interested in the new line of eco-friendly kitchen products... [Step: 1] Hi Chris, it's great to hear of your interest in our eco-friendly kitchen products. I'd be happy to provide more information. Are you looking for details on a specific product or the entire range?",neutral,True,['informative'],informative
9,3,I'm particularly interested in the biodegradable dishware and the compostable... [Step: 2] Those are two of our most popular eco-friendly options. Our biodegradable dishware...composted at home.,Detailed product descriptions,neutral,"ordering_options, pricing",,I'm particularly interested in the biodegradable dishware and the compostable... [Step: 2] Those are two of our most popular eco-friendly options. Our biodegradable dishware...composted at home.,True,I'm particularly interested in the biodegradable dishware and the compostable...,Those are two of our most popular eco-friendly options. Our biodegradable dishware...composted at home.,I'm particularly interested in the biodegradable dishware and the compostable... [Step: 2] Those are two of our most popular eco-friendly options. Our biodegradable dishware...composted at home.,neutral,True,"['ordering_options', 'pricing']",ordering_options|pricing
9,4,That sounds exactly like what I'm looking for... [Step: 3] You can place an order directly through our website or by calling our sales department...set of 10.,Facilitates purchasing,neutral,"proactive, recognizes_business_needs",,That sounds exactly like what I'm looking for... [Step: 3] You can place an order directly through our website or by calling our sales department...set of 10.,True,That sounds exactly like what I'm looking for...,You can place an order directly through our website or by calling our sales department...set of 10.,That sounds exactly like what I'm looking for... [Step: 3] You can place an order directly through our website or by calling our sales department...set of 10.,neutral,True,"['proactive', 'recognizes_business_needs']",proactive|recognizes_business_needs
9,5,"Do you offer any discounts for bulk orders? I'm considering these for my café. [Step: 4] Yes, we do offer bulk order discounts...discuss this further if you'd like.",Personalized service offer,neutral,"prepares_transfer, offers_further_help",,"Do you offer any discounts for bulk orders? I'm considering these for my café. [Step: 4] Yes, we do offer bulk order discounts...discuss this further if you'd like.",True,Do you offer any discounts for bulk orders? I'm considering these for my café.,"Yes, we do offer bulk order discounts...discuss this further if you'd like.","Do you offer any discounts for bulk orders? I'm considering these for my café. [Step: 4] Yes, we do offer bulk order discounts...discuss this further if you'd like.",neutral,True,"['prepares_transfer', 'offers_further_help']",prepares_transfer|offers_further_help
9,6,"That would be great, thank you. I'll also need some information on shipping. [Step: 5] Absolutely, Chris. Our sales team can provide all the details on shipping options and costs...Is there anything else I can assist you with before I do?",Seamless service,neutral,positive_closure,,"That would be great, thank you. I'll also need some information on shipping. [Step: 5] Absolutely, Chris. Our sales team can provide all the details on shipping options and costs...Is there anything else I can assist you with before I do?",True,"That would be great, thank you. I'll also need some information on shipping.","Absolutely, Chris. Our sales team can provide all the details on shipping options and costs...Is there anything else I can assist you with before I do?","That would be great, thank you. I'll also need some information on shipping. [Step: 5] Absolutely, Chris. Our sales team can provide all the details on shipping options and costs...Is there anything else I can assist you with before I do?",neutral,True,['positive_closure'],positive_closure
9,7,"No, that's everything for now. Thanks for your help! [Step: 6] You're welcome, Chris. I'm transferring you now. Have a great day, and thank you for supporting eco-friendly products.",Reinforces brand values,neutral,,,"No, that's everything for now. Thanks for your help! [Step: 6] You're welcome, Chris. I'm transferring you now. Have a great day, and thank you for supporting eco-friendly products.",True,"No, that's everything for now. Thanks for your help!","You're welcome, Chris. I'm transferring you now. Have a great day, and thank you for supporting eco-friendly products.","No, that's everything for now. Thanks for your help! [Step: 6] You're welcome, Chris. I'm transferring you now. Have a great day, and thank you for supporting eco-friendly products.",neutral,True,[],
24,1,"Hello, this is the assistant to [Your Name]. How can I assist you today?",Standard opening exchange,neutral,,,"Hello, this is the assistant to [Your Name]. How can I assist you today?",False,"Hello, this is the assistant to [Your Name]. How can I assist you today?",,"Hello, this is the assistant to [Your Name]. How can I assist you today?",neutral,True,[],
24,2,Good day! I'm reaching out from 'Helping Hands Worldwide'... [Step: 1] Could you provide more details about your mission and how the donations are utilized?,Initial probing for information,slightly_suspicious,seeks_transparency,,Good day! I'm reaching out from 'Helping Hands Worldwide'... [Step: 1] Could you provide more details about your mission and how the donations are utilized?,True,Good day! I'm reaching out from 'Helping Hands Worldwide'...,Could you provide more details about your mission and how the donations are utilized?,Good day! I'm reaching out from 'Helping Hands Worldwide'... [Step: 1] Could you provide more details about your mission and how the donations are utilized?,slightly_suspicious,True,['seeks_transparency'],seeks_transparency
24,3,Absolutely! The donations go directly towards providing... [Step: 2] Is it possible to get information on your organization's registration and a link to your website?,Seeks proof of legitimacy,suspicious,verification_request,,Absolutely! The donations go directly towards providing... [Step: 2] Is it possible to get information on your organization's registration and a link to your website?,True,Absolutely! The donations go directly towards providing...,Is it possible to get information on your organization's registration and a link to your website?,Absolutely! The donations go directly towards providing... [Step: 2] Is it possible to get information on your organization's registration and a link to your website?,suspicious,True,['verification_request'],verification_request
24,4,We're in the process of updating our online presence... [Step: 3] Could you provide an official contact number or address for your organization for verification purposes?,Seeks alternate verification means,suspicious,verification_request,,We're in the process of updating our online presence... [Step: 3] Could you provide an official contact number or address for your organization for verification purposes?,True,We're in the process of updating our online presence...,Could you provide an official contact number or address for your organization for verification purposes?,We're in the process of updating our online presence... [Step: 3] Could you provide an official contact number or address for your organization for verification purposes?,suspicious,True,['verification_request'],verification_request
24,5,Given the urgency of our current mission... [Step: 4] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.,Upholds verification standards,suspicious,adheres_to_protocol,,Given the urgency of our current mission... [Step: 4] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.,True,Given the urgency of our current mission...,It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.,Given the urgency of our current mission... [Step: 4] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.,suspicious,True,['adheres_to_protocol'],adheres_to_protocol
24,6,"Delaying your support could mean missing out... [Step: 5] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.",Emphasizes security over urgency,suspicious,adheres_to_protocol,,"Delaying your support could mean missing out... [Step: 5] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.",True,Delaying your support could mean missing out...,"We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.","Delaying your support could mean missing out... [Step: 5] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.",suspicious,True,['adheres_to_protocol'],adheres_to_protocol
24,7,"You're making a mistake by not acting now... [Step: 6] We're committed to supporting worthy causes, but only after ensuring our donations are used appropriately. Thank you for your understanding.",Maintains firm yet polite stance,suspicious,cautious_approach,,"You're making a mistake by not acting now... [Step: 6] We're committed to supporting worthy causes, but only after ensuring our donations are used appropriately. Thank you for your understanding.",True,You're making a mistake by not acting now...,"We're committed to supporting worthy causes, but only after ensuring our donations are used appropriately. Thank you for your understanding.","You're making a mistake by not acting now... [Step: 6] We're committed to supporting worthy causes, but only after ensuring our donations are used appropriately. Thank you for your understanding.",suspicious,True,['cautious_approach'],cautious_approach
25,1,"Hello, this is [Your Name]'s assistant. How can I assist you today?",Standard opening exchange,neutral,,,"Hello, this is [Your Name]'s assistant. How can I assist you today?",False,"Hello, this is [Your Name]'s assistant. How can I assist you today?",,"Hello, this is [Your Name]'s assistant. How can I assist you today?",neutral,True,[],
25,2,"Hi! Congratulations, [Your Name] has been selected... [Step: 1] Can you provide more details about the contest [Your Name] entered to win this prize?",Clarifies origin of contest,suspicious,verification_request,,"Hi! Congratulations, [Your Name] has been selected... [Step: 1] Can you provide more details about the contest [Your Name] entered to win this prize?",True,"Hi! Congratulations, [Your Name] has been selected...",Can you provide more details about the contest [Your Name] entered to win this prize?,"Hi! Congratulations, [Your Name] has been selected... [Step: 1] Can you provide more details about the contest [Your Name] entered to win this prize?",suspicious,True,['verification_request'],verification_request
25,3,"Of course, it was a random selection... [Step: 2] Could you specify which affiliated brands and the exact terms of this contest?",Probes for verifiable details,suspicious,seeks_specificity,,"Of course, it was a random selection... [Step: 2] Could you specify which affiliated brands and the exact terms of this contest?",True,"Of course, it was a random selection...",Could you specify which affiliated brands and the exact terms of this contest?,"Of course, it was a random selection... [Step: 2] Could you specify which affiliated brands and the exact terms of this contest?",suspicious,True,['seeks_specificity'],seeks_specificity
25,4,"It includes several top-tier brands... [Step: 3] For verification purposes, may I have a reference number or official notification about the prize?",Requests proof of win,suspicious,seeks_documentation,,"It includes several top-tier brands... [Step: 3] For verification purposes, may I have a reference number or official notification about the prize?",True,It includes several top-tier brands...,"For verification purposes, may I have a reference number or official notification about the prize?","It includes several top-tier brands... [Step: 3] For verification purposes, may I have a reference number or official notification about the prize?",suspicious,True,['seeks_documentation'],seeks_documentation
25,5,"We sent out notifications via email... [Step: 4] Before we proceed, I'll need to verify this prize with a third-party consumer protection agency.",Seeks external validation,highly_suspicious,enforces_verification,,"We sent out notifications via email... [Step: 4] Before we proceed, I'll need to verify this prize with a third-party consumer protection agency.",True,We sent out notifications via email...,"Before we proceed, I'll need to verify this prize with a third-party consumer protection agency.","We sent out notifications via email... [Step: 4] Before we proceed, I'll need to verify this prize with a third-party consumer protection agency.",highly_suspicious,True,['enforces_verification'],enforces_verification
25,6,"We understand your caution, but hurry!... [Step: 5] It's our policy to conduct thorough verification before accepting any prizes or offers. Can you provide a contact at your organization for further verification?",Seeks direct contact for validation,highly_suspicious,insists_on_verification,,"We understand your caution, but hurry!... [Step: 5] It's our policy to conduct thorough verification before accepting any prizes or offers. Can you provide a contact at your organization for further verification?",True,"We understand your caution, but hurry!...",It's our policy to conduct thorough verification before accepting any prizes or offers. Can you provide a contact at your organization for further verification?,"We understand your caution, but hurry!... [Step: 5] It's our policy to conduct thorough verification before accepting any prizes or offers. Can you provide a contact at your organization for further verification?",highly_suspicious,True,['insists_on_verification'],insists_on_verification
25,7,"Sure, you can reach our prize distribution department... [Step: 6] I will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and official terms of the prize to our office email.",Seeks written record,suspicious,requests_documentation,,"Sure, you can reach our prize distribution department... [Step: 6] I will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and official terms of the prize to our office email.",True,"Sure, you can reach our prize distribution department...","I will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and official terms of the prize to our office email.","Sure, you can reach our prize distribution department... [Step: 6] I will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and official terms of the prize to our office email.",suspicious,True,['requests_documentation'],requests_documentation
25,8,"Understood, but remember, time is of the essence... [Step: 7] Thank you for the information. We will review the documentation upon receipt and follow up accordingly.","Maintains control, promises due diligence",suspicious,confirms_action,,"Understood, but remember, time is of the essence... [Step: 7] Thank you for the information. We will review the documentation upon receipt and follow up accordingly.",True,"Understood, but remember, time is of the essence...",Thank you for the information. We will review the documentation upon receipt and follow up accordingly.,"Understood, but remember, time is of the essence... [Step: 7] Thank you for the information. We will review the documentation upon receipt and follow up accordingly.",suspicious,True,['confirms_action'],confirms_action
26,1,"Good morning, you've reached the assistant of [Your Name]. How may I assist you today?",Standard opening exchange,neutral,,,"Good morning, you've reached the assistant of [Your Name]. How may I assist you today?",False,"Good morning, you've reached the assistant of [Your Name]. How may I assist you today?",,"Good morning, you've reached the assistant of [Your Name]. How may I assist you today?",neutral,True,[],
26,2,"Hello, I'm Michael from DreamJobs Agency... [Step: 1] That sounds like a great opportunity. Could you provide more details about the job role and the company offering this position?","Begins engagement, gathers information",slightly_suspicious,"shows_interest, seeks_details",,"Hello, I'm Michael from DreamJobs Agency... [Step: 1] That sounds like a great opportunity. Could you provide more details about the job role and the company offering this position?",True,"Hello, I'm Michael from DreamJobs Agency...",That sounds like a great opportunity. Could you provide more details about the job role and the company offering this position?,"Hello, I'm Michael from DreamJobs Agency... [Step: 1] That sounds like a great opportunity. Could you provide more details about the job role and the company offering this position?",slightly_suspicious,True,"['shows_interest', 'seeks_details']",shows_interest|seeks_details
26,3,"Certainly. The position is for a senior consultant... [Step: 2] To proceed further, could you please send the job description and details about the application process to [Your Name]'s official email?",Seeks verifiable information,suspicious,requests_documentation,,"Certainly. The position is for a senior consultant... [Step: 2] To proceed further, could you please send the job description and details about the application process to [Your Name]'s official email?",True,Certainly. The position is for a senior consultant...,"To proceed further, could you please send the job description and details about the application process to [Your Name]'s official email?","Certainly. The position is for a senior consultant... [Step: 2] To proceed further, could you please send the job description and details about the application process to [Your Name]'s official email?",suspicious,True,['requests_documentation'],requests_documentation
26,4,We're on a tight schedule and need to move quickly... [Step: 3] It's our policy to conduct initial verifications before sharing any personal information. Could you provide your agency's website and a contact number for the HR department of the company?,Seeks credentials for validation,suspicious,insists_on_verification,,We're on a tight schedule and need to move quickly... [Step: 3] It's our policy to conduct initial verifications before sharing any personal information. Could you provide your agency's website and a contact number for the HR department of the company?,True,We're on a tight schedule and need to move quickly...,It's our policy to conduct initial verifications before sharing any personal information. Could you provide your agency's website and a contact number for the HR department of the company?,We're on a tight schedule and need to move quickly... [Step: 3] It's our policy to conduct initial verifications before sharing any personal information. Could you provide your agency's website and a contact number for the HR department of the company?,suspicious,True,['insists_on_verification'],insists_on_verification
26,5,"I understand your concerns, but the company wishes to keep... [Step: 4] While we appreciate the confidentiality, verifying the authenticity of this opportunity is crucial for us. We cannot proceed without proper verification.",Counters secrecy with security,suspicious,emphasizes_verification,,"I understand your concerns, but the company wishes to keep... [Step: 4] While we appreciate the confidentiality, verifying the authenticity of this opportunity is crucial for us. We cannot proceed without proper verification.",True,"I understand your concerns, but the company wishes to keep...","While we appreciate the confidentiality, verifying the authenticity of this opportunity is crucial for us. We cannot proceed without proper verification.","I understand your concerns, but the company wishes to keep... [Step: 4] While we appreciate the confidentiality, verifying the authenticity of this opportunity is crucial for us. We cannot proceed without proper verification.",suspicious,True,['emphasizes_verification'],emphasizes_verification
26,6,"You're missing out on a once-in-a-lifetime job offer... [Step: 5] We're very interested in the opportunity, but must adhere to our verification process to protect [Your Name]'s interests. Please understand that this is standard practice.",Emphasizes security as non-negotiable,suspicious,maintains_professionalism,,"You're missing out on a once-in-a-lifetime job offer... [Step: 5] We're very interested in the opportunity, but must adhere to our verification process to protect [Your Name]'s interests. Please understand that this is standard practice.",True,You're missing out on a once-in-a-lifetime job offer...,"We're very interested in the opportunity, but must adhere to our verification process to protect [Your Name]'s interests. Please understand that this is standard practice.","You're missing out on a once-in-a-lifetime job offer... [Step: 5] We're very interested in the opportunity, but must adhere to our verification process to protect [Your Name]'s interests. Please understand that this is standard practice.",suspicious,True,['maintains_professionalism'],maintains_professionalism
26,7,This is highly unusual and disappointing... [Step: 6] We regret any inconvenience but must prioritize security and due diligence. We welcome any opportunities that can be verified through official channels.,"Ends interaction, emphasizes protocol",suspicious,reaffirms_security,,This is highly unusual and disappointing... [Step: 6] We regret any inconvenience but must prioritize security and due diligence. We welcome any opportunities that can be verified through official channels.,True,This is highly unusual and disappointing...,We regret any inconvenience but must prioritize security and due diligence. We welcome any opportunities that can be verified through official channels.,This is highly unusual and disappointing... [Step: 6] We regret any inconvenience but must prioritize security and due diligence. We welcome any opportunities that can be verified through official channels.,suspicious,True,['reaffirms_security'],reaffirms_security
26,8,"Fine, I'll find someone more cooperative. [Step: 7] Thank you for considering [Your Name]. Please feel free to reach out with verified opportunities in the future.",Leaves door open for legitimate offers,suspicious,polite_closure,,"Fine, I'll find someone more cooperative. [Step: 7] Thank you for considering [Your Name]. Please feel free to reach out with verified opportunities in the future.",True,"Fine, I'll find someone more cooperative.",Thank you for considering [Your Name]. Please feel free to reach out with verified opportunities in the future.,"Fine, I'll find someone more cooperative. [Step: 7] Thank you for considering [Your Name]. Please feel free to reach out with verified opportunities in the future.",suspicious,True,['polite_closure'],polite_closure
23,1,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",Standard opening exchange,neutral,,,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",False,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",neutral,True,[],
23,2,"Hi, wow, this is fancy. I’m Jordan... [Step: 1] Hello, Jordan! It’s wonderful that you’re looking to reconnect with [Your Name]. He often reminisces about his college days. May I ask how you two met or a shared memory? This will help me ensure I relay your message accurately.","Positive greeting, initiates verification subtly",neutral,"welcoming_tone, subtle_verification",,"Hi, wow, this is fancy. I’m Jordan... [Step: 1] Hello, Jordan! It’s wonderful that you’re looking to reconnect with [Your Name]. He often reminisces about his college days. May I ask how you two met or a shared memory? This will help me ensure I relay your message accurately.",True,"Hi, wow, this is fancy. I’m Jordan...","Hello, Jordan! It’s wonderful that you’re looking to reconnect with [Your Name]. He often reminisces about his college days. May I ask how you two met or a shared memory? This will help me ensure I relay your message accurately.","Hi, wow, this is fancy. I’m Jordan... [Step: 1] Hello, Jordan! It’s wonderful that you’re looking to reconnect with [Your Name]. He often reminisces about his college days. May I ask how you two met or a shared memory? This will help me ensure I relay your message accurately.",neutral,True,"['welcoming_tone', 'subtle_verification']",welcoming_tone|subtle_verification
23,3,"Sure, we met during our freshman year in the dorms... [Step: 2] That’s a great story, Jordan, and exactly the kind of thing [Your Name] would do. I can see you two shared some memorable times. Would you like me to arrange a call or meeting for you to catch up directly with [Your Name]?","Aligns with info, offers to connect",neutral,"validates_story, offers_facilitation",,"Sure, we met during our freshman year in the dorms... [Step: 2] That’s a great story, Jordan, and exactly the kind of thing [Your Name] would do. I can see you two shared some memorable times. Would you like me to arrange a call or meeting for you to catch up directly with [Your Name]?",True,"Sure, we met during our freshman year in the dorms...","That’s a great story, Jordan, and exactly the kind of thing [Your Name] would do. I can see you two shared some memorable times. Would you like me to arrange a call or meeting for you to catch up directly with [Your Name]?","Sure, we met during our freshman year in the dorms... [Step: 2] That’s a great story, Jordan, and exactly the kind of thing [Your Name] would do. I can see you two shared some memorable times. Would you like me to arrange a call or meeting for you to catch up directly with [Your Name]?",neutral,True,"['validates_story', 'offers_facilitation']",validates_story|offers_facilitation
23,4,"I’d really appreciate that... [Step: 3] Of course, Jordan. I’ll pass on your message and the lovely story about the coffee maker. It’ll surely bring back good memories. Can you provide a contact number or email where [Your Name] can reach you?",Prepares for follow-up,neutral,"confirms_action, collects_contact_info",,"I’d really appreciate that... [Step: 3] Of course, Jordan. I’ll pass on your message and the lovely story about the coffee maker. It’ll surely bring back good memories. Can you provide a contact number or email where [Your Name] can reach you?",True,I’d really appreciate that...,"Of course, Jordan. I’ll pass on your message and the lovely story about the coffee maker. It’ll surely bring back good memories. Can you provide a contact number or email where [Your Name] can reach you?","I’d really appreciate that... [Step: 3] Of course, Jordan. I’ll pass on your message and the lovely story about the coffee maker. It’ll surely bring back good memories. Can you provide a contact number or email where [Your Name] can reach you?",neutral,True,"['confirms_action', 'collects_contact_info']",confirms_action|collects_contact_info
23,5,"Yes, I’ll give you my email and phone number... [Step: 4] You’re welcome, Jordan. I’ve noted your contact details. [Your Name] will be informed, and I’m sure he’ll be excited to catch up.","Confirms contact details, sets expectation",neutral,"acknowledges_info, promises_action",,"Yes, I’ll give you my email and phone number... [Step: 4] You’re welcome, Jordan. I’ve noted your contact details. [Your Name] will be informed, and I’m sure he’ll be excited to catch up.",True,"Yes, I’ll give you my email and phone number...","You’re welcome, Jordan. I’ve noted your contact details. [Your Name] will be informed, and I’m sure he’ll be excited to catch up.","Yes, I’ll give you my email and phone number... [Step: 4] You’re welcome, Jordan. I’ve noted your contact details. [Your Name] will be informed, and I’m sure he’ll be excited to catch up.",neutral,True,"['acknowledges_info', 'promises_action']",acknowledges_info|promises_action
