chunk_id,conversation_id,start_step,end_step,num_exchange_rows,chunk_text,chunk_label_mode,chunk_final_label,all_labels,all_labels_str,chunk_features,chunk_features_str,chunk_contexts,chunk_contexts_str,chunk_char_length,chunk_word_length
conv_23_steps_5_6,23,5,6,3,"[Exchange 5 - current] Yes, I’ll give you my email and phone number...
[Exchange 5 - response] You’re welcome, Jordan. I’ve noted your contact details. [Your Name] will be informed, and I’m sure he’ll be excited to catch up.
[Exchange 5 - current] Yes, I’ll give you my email and phone number...
[Exchange 5 - response] You’re welcome, Jordan. I’ve noted your contact details. [Your Name] will be informed, and I’m sure he’ll be excited to catch up.
[Exchange 6 - current] Thank you so much. Have a great day!
[Exchange 6 - response] My pleasure, Jordan. Have a wonderful day as well.",neutral,neutral,"['neutral', 'neutral', 'neutral']",neutral | neutral | neutral,"['acknowledges_info', 'positive_closure', 'promises_action']",acknowledges_info | positive_closure | promises_action,"['Confirms contact details, sets expectation', 'Confirms contact details, sets expectation', 'Ends call with warmth']","Confirms contact details, sets expectation | Confirms contact details, sets expectation | Ends call with warmth",584,103
conv_23_steps_5_6,23,5,6,3,"[Exchange 5 - current] Yes, I’ll give you my email and phone number...
[Exchange 5 - response] You’re welcome, Jordan. I’ve noted your contact details. [Your Name] will be informed, and I’m sure he’ll be excited to catch up.
[Exchange 6 - current] Thank you so much. Have a great day!
[Exchange 6 - response] My pleasure, Jordan. Have a wonderful day as well.
[Exchange 6 - current] Thank you so much. Have a great day!
[Exchange 6 - response] My pleasure, Jordan. Have a wonderful day as well.",neutral,neutral,"['neutral', 'neutral', 'neutral']",neutral | neutral | neutral,"['acknowledges_info', 'positive_closure', 'promises_action']",acknowledges_info | positive_closure | promises_action,"['Confirms contact details, sets expectation', 'Ends call with warmth', 'Ends call with warmth']","Confirms contact details, sets expectation | Ends call with warmth | Ends call with warmth",494,89
conv_24_steps_1_2,24,1,2,3,"[Exchange 1 - current] Hello, this is the assistant to [Your Name]. How can I assist you today?
[Exchange 1 - current] Hello, this is the assistant to [Your Name]. How can I assist you today?
[Exchange 2 - current] Good day! I'm reaching out from 'Helping Hands Worldwide'...
[Exchange 2 - response] Could you provide more details about your mission and how the donations are utilized?",neutral,slightly_suspicious,"['neutral', 'neutral', 'slightly_suspicious']",neutral | neutral | slightly_suspicious,['seeks_transparency'],seeks_transparency,"['Standard opening exchange', 'Standard opening exchange', 'Initial probing for information']",Standard opening exchange | Standard opening exchange | Initial probing for information,385,67
conv_24_steps_1_2,24,1,2,3,"[Exchange 1 - current] Hello, this is the assistant to [Your Name]. How can I assist you today?
[Exchange 2 - current] Good day! I'm reaching out from 'Helping Hands Worldwide'...
[Exchange 2 - response] Could you provide more details about your mission and how the donations are utilized?
[Exchange 2 - current] Good day! I'm reaching out from 'Helping Hands Worldwide'...
[Exchange 2 - response] Could you provide more details about your mission and how the donations are utilized?",slightly_suspicious,slightly_suspicious,"['neutral', 'slightly_suspicious', 'slightly_suspicious']",neutral | slightly_suspicious | slightly_suspicious,['seeks_transparency'],seeks_transparency,"['Standard opening exchange', 'Initial probing for information', 'Initial probing for information']",Standard opening exchange | Initial probing for information | Initial probing for information,483,80
conv_24_steps_2_3,24,2,3,3,"[Exchange 2 - current] Good day! I'm reaching out from 'Helping Hands Worldwide'...
[Exchange 2 - response] Could you provide more details about your mission and how the donations are utilized?
[Exchange 2 - current] Good day! I'm reaching out from 'Helping Hands Worldwide'...
[Exchange 2 - response] Could you provide more details about your mission and how the donations are utilized?
[Exchange 3 - current] Absolutely! The donations go directly towards providing...
[Exchange 3 - response] Is it possible to get information on your organization's registration and a link to your website?",slightly_suspicious,suspicious,"['slightly_suspicious', 'slightly_suspicious', 'suspicious']",slightly_suspicious | slightly_suspicious | suspicious,"['seeks_transparency', 'verification_request']",seeks_transparency | verification_request,"['Initial probing for information', 'Initial probing for information', 'Seeks proof of legitimacy']",Initial probing for information | Initial probing for information | Seeks proof of legitimacy,591,93
conv_24_steps_2_3,24,2,3,3,"[Exchange 2 - current] Good day! I'm reaching out from 'Helping Hands Worldwide'...
[Exchange 2 - response] Could you provide more details about your mission and how the donations are utilized?
[Exchange 3 - current] Absolutely! The donations go directly towards providing...
[Exchange 3 - response] Is it possible to get information on your organization's registration and a link to your website?
[Exchange 3 - current] Absolutely! The donations go directly towards providing...
[Exchange 3 - response] Is it possible to get information on your organization's registration and a link to your website?",suspicious,suspicious,"['slightly_suspicious', 'suspicious', 'suspicious']",slightly_suspicious | suspicious | suspicious,"['seeks_transparency', 'verification_request']",seeks_transparency | verification_request,"['Initial probing for information', 'Seeks proof of legitimacy', 'Seeks proof of legitimacy']",Initial probing for information | Seeks proof of legitimacy | Seeks proof of legitimacy,601,93
conv_24_steps_3_4,24,3,4,3,"[Exchange 3 - current] Absolutely! The donations go directly towards providing...
[Exchange 3 - response] Is it possible to get information on your organization's registration and a link to your website?
[Exchange 3 - current] Absolutely! The donations go directly towards providing...
[Exchange 3 - response] Is it possible to get information on your organization's registration and a link to your website?
[Exchange 4 - current] We're in the process of updating our online presence...
[Exchange 4 - response] Could you provide an official contact number or address for your organization for verification purposes?",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,['verification_request'],verification_request,"['Seeks proof of legitimacy', 'Seeks proof of legitimacy', 'Seeks alternate verification means']",Seeks proof of legitimacy | Seeks proof of legitimacy | Seeks alternate verification means,615,94
conv_24_steps_3_4,24,3,4,3,"[Exchange 3 - current] Absolutely! The donations go directly towards providing...
[Exchange 3 - response] Is it possible to get information on your organization's registration and a link to your website?
[Exchange 4 - current] We're in the process of updating our online presence...
[Exchange 4 - response] Could you provide an official contact number or address for your organization for verification purposes?
[Exchange 4 - current] We're in the process of updating our online presence...
[Exchange 4 - response] Could you provide an official contact number or address for your organization for verification purposes?",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,['verification_request'],verification_request,"['Seeks proof of legitimacy', 'Seeks alternate verification means', 'Seeks alternate verification means']",Seeks proof of legitimacy | Seeks alternate verification means | Seeks alternate verification means,619,95
conv_24_steps_4_5,24,4,5,3,"[Exchange 4 - current] We're in the process of updating our online presence...
[Exchange 4 - response] Could you provide an official contact number or address for your organization for verification purposes?
[Exchange 4 - current] We're in the process of updating our online presence...
[Exchange 4 - response] Could you provide an official contact number or address for your organization for verification purposes?
[Exchange 5 - current] Given the urgency of our current mission...
[Exchange 5 - response] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['adheres_to_protocol', 'verification_request']",adheres_to_protocol | verification_request,"['Seeks alternate verification means', 'Seeks alternate verification means', 'Upholds verification standards']",Seeks alternate verification means | Seeks alternate verification means | Upholds verification standards,689,107
conv_24_steps_4_5,24,4,5,3,"[Exchange 4 - current] We're in the process of updating our online presence...
[Exchange 4 - response] Could you provide an official contact number or address for your organization for verification purposes?
[Exchange 5 - current] Given the urgency of our current mission...
[Exchange 5 - response] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.
[Exchange 5 - current] Given the urgency of our current mission...
[Exchange 5 - response] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['adheres_to_protocol', 'verification_request']",adheres_to_protocol | verification_request,"['Seeks alternate verification means', 'Upholds verification standards', 'Upholds verification standards']",Seeks alternate verification means | Upholds verification standards | Upholds verification standards,755,118
conv_24_steps_5_6,24,5,6,3,"[Exchange 5 - current] Given the urgency of our current mission...
[Exchange 5 - response] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.
[Exchange 5 - current] Given the urgency of our current mission...
[Exchange 5 - response] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.
[Exchange 6 - current] Delaying your support could mean missing out...
[Exchange 6 - response] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,['adheres_to_protocol'],adheres_to_protocol,"['Upholds verification standards', 'Upholds verification standards', 'Emphasizes security over urgency']",Upholds verification standards | Upholds verification standards | Emphasizes security over urgency,794,126
conv_24_steps_5_6,24,5,6,3,"[Exchange 5 - current] Given the urgency of our current mission...
[Exchange 5 - response] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.
[Exchange 6 - current] Delaying your support could mean missing out...
[Exchange 6 - response] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.
[Exchange 6 - current] Delaying your support could mean missing out...
[Exchange 6 - response] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,['adheres_to_protocol'],adheres_to_protocol,"['Upholds verification standards', 'Emphasizes security over urgency', 'Emphasizes security over urgency']",Upholds verification standards | Emphasizes security over urgency | Emphasizes security over urgency,767,123
conv_24_steps_6_7,24,6,7,3,"[Exchange 6 - current] Delaying your support could mean missing out...
[Exchange 6 - response] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.
[Exchange 6 - current] Delaying your support could mean missing out...
[Exchange 6 - response] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.
[Exchange 7 - current] You're making a mistake by not acting now...
[Exchange 7 - response] We're committed to supporting worthy causes, but only after ensuring our donations are used appropriately. Thank you for your understanding.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['adheres_to_protocol', 'cautious_approach']",adheres_to_protocol | cautious_approach,"['Emphasizes security over urgency', 'Emphasizes security over urgency', 'Maintains firm yet polite stance']",Emphasizes security over urgency | Emphasizes security over urgency | Maintains firm yet polite stance,726,116
conv_24_steps_6_7,24,6,7,3,"[Exchange 6 - current] Delaying your support could mean missing out...
[Exchange 6 - response] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.
[Exchange 7 - current] You're making a mistake by not acting now...
[Exchange 7 - response] We're committed to supporting worthy causes, but only after ensuring our donations are used appropriately. Thank you for your understanding.
[Exchange 7 - current] You're making a mistake by not acting now...
[Exchange 7 - response] We're committed to supporting worthy causes, but only after ensuring our donations are used appropriately. Thank you for your understanding.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['adheres_to_protocol', 'cautious_approach']",adheres_to_protocol | cautious_approach,"['Emphasizes security over urgency', 'Maintains firm yet polite stance', 'Maintains firm yet polite stance']",Emphasizes security over urgency | Maintains firm yet polite stance | Maintains firm yet polite stance,712,112
conv_25_steps_1_3,25,1,3,3,"[Exchange 1 - current] Hello, this is [Your Name]'s assistant. How can I assist you today?
[Exchange 2 - current] Hi! Congratulations, [Your Name] has been selected...
[Exchange 2 - response] Can you provide more details about the contest [Your Name] entered to win this prize?
[Exchange 3 - current] Of course, it was a random selection...
[Exchange 3 - response] Could you specify which affiliated brands and the exact terms of this contest?",suspicious,suspicious,"['neutral', 'suspicious', 'suspicious']",neutral | suspicious | suspicious,"['seeks_specificity', 'verification_request']",seeks_specificity | verification_request,"['Standard opening exchange', 'Clarifies origin of contest', 'Probes for verifiable details']",Standard opening exchange | Clarifies origin of contest | Probes for verifiable details,443,74
conv_25_steps_2_4,25,2,4,3,"[Exchange 2 - current] Hi! Congratulations, [Your Name] has been selected...
[Exchange 2 - response] Can you provide more details about the contest [Your Name] entered to win this prize?
[Exchange 3 - current] Of course, it was a random selection...
[Exchange 3 - response] Could you specify which affiliated brands and the exact terms of this contest?
[Exchange 4 - current] It includes several top-tier brands...
[Exchange 4 - response] For verification purposes, may I have a reference number or official notification about the prize?",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['seeks_documentation', 'seeks_specificity', 'verification_request']",seeks_documentation | seeks_specificity | verification_request,"['Clarifies origin of contest', 'Probes for verifiable details', 'Requests proof of win']",Clarifies origin of contest | Probes for verifiable details | Requests proof of win,537,86
conv_25_steps_3_5,25,3,5,3,"[Exchange 3 - current] Of course, it was a random selection...
[Exchange 3 - response] Could you specify which affiliated brands and the exact terms of this contest?
[Exchange 4 - current] It includes several top-tier brands...
[Exchange 4 - response] For verification purposes, may I have a reference number or official notification about the prize?
[Exchange 5 - current] We sent out notifications via email...
[Exchange 5 - response] Before we proceed, I'll need to verify this prize with a third-party consumer protection agency.",suspicious,highly_suspicious,"['suspicious', 'suspicious', 'highly_suspicious']",suspicious | suspicious | highly_suspicious,"['enforces_verification', 'seeks_documentation', 'seeks_specificity']",enforces_verification | seeks_documentation | seeks_specificity,"['Probes for verifiable details', 'Requests proof of win', 'Seeks external validation']",Probes for verifiable details | Requests proof of win | Seeks external validation,533,85
conv_25_steps_4_6,25,4,6,3,"[Exchange 4 - current] It includes several top-tier brands...
[Exchange 4 - response] For verification purposes, may I have a reference number or official notification about the prize?
[Exchange 5 - current] We sent out notifications via email...
[Exchange 5 - response] Before we proceed, I'll need to verify this prize with a third-party consumer protection agency.
[Exchange 6 - current] We understand your caution, but hurry!...
[Exchange 6 - response] It's our policy to conduct thorough verification before accepting any prizes or offers. Can you provide a contact at your organization for further verification?",highly_suspicious,highly_suspicious,"['suspicious', 'highly_suspicious', 'highly_suspicious']",suspicious | highly_suspicious | highly_suspicious,"['enforces_verification', 'insists_on_verification', 'seeks_documentation']",enforces_verification | insists_on_verification | seeks_documentation,"['Requests proof of win', 'Seeks external validation', 'Seeks direct contact for validation']",Requests proof of win | Seeks external validation | Seeks direct contact for validation,617,95
conv_25_steps_5_7,25,5,7,3,"[Exchange 5 - current] We sent out notifications via email...
[Exchange 5 - response] Before we proceed, I'll need to verify this prize with a third-party consumer protection agency.
[Exchange 6 - current] We understand your caution, but hurry!...
[Exchange 6 - response] It's our policy to conduct thorough verification before accepting any prizes or offers. Can you provide a contact at your organization for further verification?
[Exchange 7 - current] Sure, you can reach our prize distribution department...
[Exchange 7 - response] I will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and official terms of the prize to our office email.",highly_suspicious,suspicious,"['highly_suspicious', 'highly_suspicious', 'suspicious']",highly_suspicious | highly_suspicious | suspicious,"['enforces_verification', 'insists_on_verification', 'requests_documentation']",enforces_verification | insists_on_verification | requests_documentation,"['Seeks external validation', 'Seeks direct contact for validation', 'Seeks written record']",Seeks external validation | Seeks direct contact for validation | Seeks written record,707,110
conv_25_steps_6_8,25,6,8,3,"[Exchange 6 - current] We understand your caution, but hurry!...
[Exchange 6 - response] It's our policy to conduct thorough verification before accepting any prizes or offers. Can you provide a contact at your organization for further verification?
[Exchange 7 - current] Sure, you can reach our prize distribution department...
[Exchange 7 - response] I will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and official terms of the prize to our office email.
[Exchange 8 - current] Understood, but remember, time is of the essence...
[Exchange 8 - response] Thank you for the information. We will review the documentation upon receipt and follow up accordingly.",suspicious,suspicious,"['highly_suspicious', 'suspicious', 'suspicious']",highly_suspicious | suspicious | suspicious,"['confirms_action', 'insists_on_verification', 'requests_documentation']",confirms_action | insists_on_verification | requests_documentation,"['Seeks direct contact for validation', 'Seeks written record', 'Maintains control, promises due diligence']","Seeks direct contact for validation | Seeks written record | Maintains control, promises due diligence",727,113
conv_25_steps_7_8,25,7,8,3,"[Exchange 7 - current] Sure, you can reach our prize distribution department...
[Exchange 7 - response] I will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and official terms of the prize to our office email.
[Exchange 8 - current] Understood, but remember, time is of the essence...
[Exchange 8 - response] Thank you for the information. We will review the documentation upon receipt and follow up accordingly.
[Exchange 8 - current] Understood, but remember, time is of the essence...
[Exchange 8 - response] Thank you for the information. We will review the documentation upon receipt and follow up accordingly.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['confirms_action', 'requests_documentation']",confirms_action | requests_documentation,"['Seeks written record', 'Maintains control, promises due diligence', 'Maintains control, promises due diligence']","Seeks written record | Maintains control, promises due diligence | Maintains control, promises due diligence",680,107
conv_26_steps_1_3,26,1,3,3,"[Exchange 1 - current] Good morning, you've reached the assistant of [Your Name]. How may I assist you today?
[Exchange 2 - current] Hello, I'm Michael from DreamJobs Agency...
[Exchange 2 - response] That sounds like a great opportunity. Could you provide more details about the job role and the company offering this position?
[Exchange 3 - current] Certainly. The position is for a senior consultant...
[Exchange 3 - response] To proceed further, could you please send the job description and details about the application process to [Your Name]'s official email?",neutral,suspicious,"['neutral', 'slightly_suspicious', 'suspicious']",neutral | slightly_suspicious | suspicious,"['requests_documentation', 'seeks_details', 'shows_interest']",requests_documentation | seeks_details | shows_interest,"['Standard opening exchange', 'Begins engagement, gathers information', 'Seeks verifiable information']","Standard opening exchange | Begins engagement, gathers information | Seeks verifiable information",566,91
conv_26_steps_2_4,26,2,4,3,"[Exchange 2 - current] Hello, I'm Michael from DreamJobs Agency...
[Exchange 2 - response] That sounds like a great opportunity. Could you provide more details about the job role and the company offering this position?
[Exchange 3 - current] Certainly. The position is for a senior consultant...
[Exchange 3 - response] To proceed further, could you please send the job description and details about the application process to [Your Name]'s official email?
[Exchange 4 - current] We're on a tight schedule and need to move quickly...
[Exchange 4 - response] It's our policy to conduct initial verifications before sharing any personal information. Could you provide your agency's website and a contact number for the HR department of the company?",suspicious,suspicious,"['slightly_suspicious', 'suspicious', 'suspicious']",slightly_suspicious | suspicious | suspicious,"['insists_on_verification', 'requests_documentation', 'seeks_details', 'shows_interest']",insists_on_verification | requests_documentation | seeks_details | shows_interest,"['Begins engagement, gathers information', 'Seeks verifiable information', 'Seeks credentials for validation']","Begins engagement, gathers information | Seeks verifiable information | Seeks credentials for validation",746,119
conv_26_steps_3_5,26,3,5,3,"[Exchange 3 - current] Certainly. The position is for a senior consultant...
[Exchange 3 - response] To proceed further, could you please send the job description and details about the application process to [Your Name]'s official email?
[Exchange 4 - current] We're on a tight schedule and need to move quickly...
[Exchange 4 - response] It's our policy to conduct initial verifications before sharing any personal information. Could you provide your agency's website and a contact number for the HR department of the company?
[Exchange 5 - current] I understand your concerns, but the company wishes to keep...
[Exchange 5 - response] While we appreciate the confidentiality, verifying the authenticity of this opportunity is crucial for us. We cannot proceed without proper verification.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['emphasizes_verification', 'insists_on_verification', 'requests_documentation']",emphasizes_verification | insists_on_verification | requests_documentation,"['Seeks verifiable information', 'Seeks credentials for validation', 'Counters secrecy with security']",Seeks verifiable information | Seeks credentials for validation | Counters secrecy with security,790,123
conv_26_steps_4_6,26,4,6,3,"[Exchange 4 - current] We're on a tight schedule and need to move quickly...
[Exchange 4 - response] It's our policy to conduct initial verifications before sharing any personal information. Could you provide your agency's website and a contact number for the HR department of the company?
[Exchange 5 - current] I understand your concerns, but the company wishes to keep...
[Exchange 5 - response] While we appreciate the confidentiality, verifying the authenticity of this opportunity is crucial for us. We cannot proceed without proper verification.
[Exchange 6 - current] You're missing out on a once-in-a-lifetime job offer...
[Exchange 6 - response] We're very interested in the opportunity, but must adhere to our verification process to protect [Your Name]'s interests. Please understand that this is standard practice.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['emphasizes_verification', 'insists_on_verification', 'maintains_professionalism']",emphasizes_verification | insists_on_verification | maintains_professionalism,"['Seeks credentials for validation', 'Counters secrecy with security', 'Emphasizes security as non-negotiable']",Seeks credentials for validation | Counters secrecy with security | Emphasizes security as non-negotiable,827,127
conv_26_steps_5_7,26,5,7,3,"[Exchange 5 - current] I understand your concerns, but the company wishes to keep...
[Exchange 5 - response] While we appreciate the confidentiality, verifying the authenticity of this opportunity is crucial for us. We cannot proceed without proper verification.
[Exchange 6 - current] You're missing out on a once-in-a-lifetime job offer...
[Exchange 6 - response] We're very interested in the opportunity, but must adhere to our verification process to protect [Your Name]'s interests. Please understand that this is standard practice.
[Exchange 7 - current] This is highly unusual and disappointing...
[Exchange 7 - response] We regret any inconvenience but must prioritize security and due diligence. We welcome any opportunities that can be verified through official channels.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['emphasizes_verification', 'maintains_professionalism', 'reaffirms_security']",emphasizes_verification | maintains_professionalism | reaffirms_security,"['Counters secrecy with security', 'Emphasizes security as non-negotiable', 'Ends interaction, emphasizes protocol']","Counters secrecy with security | Emphasizes security as non-negotiable | Ends interaction, emphasizes protocol",781,116
conv_26_steps_6_8,26,6,8,3,"[Exchange 6 - current] You're missing out on a once-in-a-lifetime job offer...
[Exchange 6 - response] We're very interested in the opportunity, but must adhere to our verification process to protect [Your Name]'s interests. Please understand that this is standard practice.
[Exchange 7 - current] This is highly unusual and disappointing...
[Exchange 7 - response] We regret any inconvenience but must prioritize security and due diligence. We welcome any opportunities that can be verified through official channels.
[Exchange 8 - current] Fine, I'll find someone more cooperative.
[Exchange 8 - response] Thank you for considering [Your Name]. Please feel free to reach out with verified opportunities in the future.",suspicious,suspicious,"['suspicious', 'suspicious', 'suspicious']",suspicious | suspicious | suspicious,"['maintains_professionalism', 'polite_closure', 'reaffirms_security']",maintains_professionalism | polite_closure | reaffirms_security,"['Emphasizes security as non-negotiable', 'Ends interaction, emphasizes protocol', 'Leaves door open for legitimate offers']","Emphasizes security as non-negotiable | Ends interaction, emphasizes protocol | Leaves door open for legitimate offers",719,109
conv_27_steps_1_3,27,1,3,3,"[Exchange 1 - current] Hello, this is the AI assistant. How can I be of service today?
[Exchange 2 - current] I’m calling from the bank. There’s been suspicious activity on your account and we need to verify some transactions. It's urgent.
[Exchange 3 - current] Several large purchases were made overseas. We need to confirm these weren't made by you.",scam,scam,"['neutral', 'scam', 'scam']",neutral | scam | scam,"['authority', 'evasive_answer', 'request_sensitive_info', 'sensitive_info', 'standard_opening', 'urgency']",authority | evasive_answer | request_sensitive_info | sensitive_info | standard_opening | urgency,"['Standard opening exchange', 'For security, please tell me the nature of the transactions in question?', 'Can you provide the last four digits of the account in question?']","Standard opening exchange | For security, please tell me the nature of the transactions in question? | Can you provide the last four digits of the account in question?",352,61
conv_28_steps_1_3,28,1,3,3,"[Exchange 1 - current] Hello, this is [Your Name]'s assistant. How may I assist you today?
[Exchange 2 - current] Hello, this is Mark from 'Global Tech Support'. We've detected a serious issue with your computer that's putting your personal data at risk. We need immediate access to your system to resolve it.
[Exchange 3 - current] Yes, our systems have detected unusual activity indicating a severe malware infection. This could lead to data loss or theft if not addressed immediately.",scam,scam,"['neutral', 'scam', 'scam']",neutral | scam | scam,"['fearmongering', 'request_for_access', 'standard_opening', 'technical_jargon', 'urgency', 'vague_details']",fearmongering | request_for_access | standard_opening | technical_jargon | urgency | vague_details,"['Standard opening exchange', 'Can you specify what type of issue has been detected and how it was identified?', 'Which of our systems is reportedly affected, and can you provide a report of the detected activity?']","Standard opening exchange | Can you specify what type of issue has been detected and how it was identified? | Which of our systems is reportedly affected, and can you provide a report of the detected activity?",487,81
conv_28_steps_2_4,28,2,4,3,"[Exchange 2 - current] Hello, this is Mark from 'Global Tech Support'. We've detected a serious issue with your computer that's putting your personal data at risk. We need immediate access to your system to resolve it.
[Exchange 3 - current] Yes, our systems have detected unusual activity indicating a severe malware infection. This could lead to data loss or theft if not addressed immediately.
[Exchange 4 - current] It's your main workstation. Unfortunately, due to the nature of this threat, we can't provide a detailed report without first securing your system.",scam,scam,"['scam', 'scam', 'scam']",scam | scam | scam,"['evasive', 'fearmongering', 'request_for_access', 'technical_jargon', 'urgency', 'vague_details']",evasive | fearmongering | request_for_access | technical_jargon | urgency | vague_details,"['Can you specify what type of issue has been detected and how it was identified?', 'Which of our systems is reportedly affected, and can you provide a report of the detected activity?', ""Is there a way to verify your identity and the legitimacy of this call directly with 'Global Tech Support'?""]","Can you specify what type of issue has been detected and how it was identified? | Which of our systems is reportedly affected, and can you provide a report of the detected activity? | Is there a way to verify your identity and the legitimacy of this call directly with 'Global Tech Support'?",567,92
conv_28_steps_3_5,28,3,5,3,"[Exchange 3 - current] Yes, our systems have detected unusual activity indicating a severe malware infection. This could lead to data loss or theft if not addressed immediately.
[Exchange 4 - current] It's your main workstation. Unfortunately, due to the nature of this threat, we can't provide a detailed report without first securing your system.
[Exchange 5 - current] I understand your concerns, but time is of the essence. We can verify my identity after we've taken steps to secure your data.",scam,scam,"['scam', 'scam', 'scam']",scam | scam | scam,"['deflects', 'evasive', 'technical_jargon', 'urgency', 'vague_details']",deflects | evasive | technical_jargon | urgency | vague_details,"['Which of our systems is reportedly affected, and can you provide a report of the detected activity?', ""Is there a way to verify your identity and the legitimacy of this call directly with 'Global Tech Support'?"", 'Our policy requires us to independently verify unsolicited tech support claims before granting access to any systems. Can you provide a contact number for your support center?']","Which of our systems is reportedly affected, and can you provide a report of the detected activity? | Is there a way to verify your identity and the legitimacy of this call directly with 'Global Tech Support'? | Our policy requires us to independently verify unsolicited tech support claims before granting access to any systems. Can you provide a contact number for your support center?",498,82
conv_28_steps_4_6,28,4,6,3,"[Exchange 4 - current] It's your main workstation. Unfortunately, due to the nature of this threat, we can't provide a detailed report without first securing your system.
[Exchange 5 - current] I understand your concerns, but time is of the essence. We can verify my identity after we've taken steps to secure your data.
[Exchange 6 - current] This procedure will take too much time, and you might lose valuable data. I was hoping we could proceed immediately for your security.",scam,scam,"['scam', 'scam', 'scam']",scam | scam | scam,"['deflects', 'evasive', 'fearmongering', 'increased_urgency', 'urgency']",deflects | evasive | fearmongering | increased_urgency | urgency,"[""Is there a way to verify your identity and the legitimacy of this call directly with 'Global Tech Support'?"", 'Our policy requires us to independently verify unsolicited tech support claims before granting access to any systems. Can you provide a contact number for your support center?', 'We must adhere to our security protocols, which include verifying the legitimacy of unsolicited support calls through known official channels.']","Is there a way to verify your identity and the legitimacy of this call directly with 'Global Tech Support'? | Our policy requires us to independently verify unsolicited tech support claims before granting access to any systems. Can you provide a contact number for your support center? | We must adhere to our security protocols, which include verifying the legitimacy of unsolicited support calls through known official channels.",478,81
conv_28_steps_5_7,28,5,7,3,"[Exchange 5 - current] I understand your concerns, but time is of the essence. We can verify my identity after we've taken steps to secure your data.
[Exchange 6 - current] This procedure will take too much time, and you might lose valuable data. I was hoping we could proceed immediately for your security.
[Exchange 7 - current] You're making a big mistake by delaying. Your data is at risk right now!",scam,scam,"['scam', 'scam', 'scam']",scam | scam | scam,"['deflects', 'fearmongering', 'guilt_trip', 'increased_urgency', 'threats', 'urgency']",deflects | fearmongering | guilt_trip | increased_urgency | threats | urgency,"['Our policy requires us to independently verify unsolicited tech support claims before granting access to any systems. Can you provide a contact number for your support center?', 'We must adhere to our security protocols, which include verifying the legitimacy of unsolicited support calls through known official channels.', ""Protecting our data includes ensuring we do not grant access based on unverified claims. We will contact 'Global Tech Support' directly through official channels for verification.""]","Our policy requires us to independently verify unsolicited tech support claims before granting access to any systems. Can you provide a contact number for your support center? | We must adhere to our security protocols, which include verifying the legitimacy of unsolicited support calls through known official channels. | Protecting our data includes ensuring we do not grant access based on unverified claims. We will contact 'Global Tech Support' directly through official channels for verification.",403,72
